kecamatan,desa,rt
Kateman,Tagaraja,RT 003 RW 001
Kateman,Tagaraja,RT 004 RW 001
Kateman,Tagaraja,RT 005 RW 001
Kateman,Tagaraja,RT 006 RW 001
Kateman,Tagaraja,RT 007 RW 001
Kateman,Tagaraja,RT 008 RW 001
Kateman,Tagaraja,RT 009 RW 001
Kateman,Tagaraja,RT 010 RW 001
Kateman,Tagaraja,RT 011 RW 001
Kateman,Tagaraja,RT 012 RW 001
Kateman,Tagaraja,RT 013 RW 001
Kateman,Tagaraja,RT 001 RW 002
Kateman,Tagaraja,RT 002 RW 002
Kateman,Tagaraja,RT 003 RW 002
Kateman,Tagaraja,RT 003 RW 002
Kateman,Tagaraja,RT 004 RW 002
Kateman,Tagaraja,RT 005 RW 002
Kateman,Tagaraja,RT 006 RW 002
Kateman,Tagaraja,RT 007 RW 002
Kateman,Tagaraja,RT 008 RW 002
Kateman,Tagaraja,RT 009 RW 002
Kateman,Tagaraja,RT 010 RW 002
Kateman,Tagaraja,RT 011 RW 002
Kateman,Tagaraja,RT 001 RW 003
Kateman,Tagaraja,RT 002 RW 003
Kateman,Tagaraja,RT 003 RW 003
Kateman,Tagaraja,RT 004 RW 003
Kateman,Tagaraja,RT 005 RW 003
Kateman,Tagaraja,RT 006 RW 003
Kateman,Tagaraja,RT 007 RW 003
Kateman,Tagaraja,RT 008 RW 003
Kateman,Tagaraja,RT 009 RW 003
Kateman,Tagaraja,RT 010 RW 003
Kateman,Tagaraja,RT 011 RW 003
Kateman,Tagaraja,RT 012 RW 003
Kateman,Tagaraja,RT 013 RW 003
Kateman,Tagaraja,RT 001 RW 004
Kateman,Tagaraja,RT 002 RW 004
Kateman,Tagaraja,RT 003 RW 004
Kateman,Tagaraja,RT 004 RW 004
Kateman,Tagaraja,RT 005 RW 004
Kateman,Tagaraja,RT 006 RW 004
Kateman,Tagaraja,RT 007 RW 004
Kateman,Tagaraja,RT 008 RW 004
Kateman,Tagaraja,RT 009 RW 004
Kateman,Tagaraja,RT 001 RW 005
Kateman,Tagaraja,RT 002 RW 005
Kateman,Tagaraja,RT 003 RW 005
Kateman,Tagaraja,RT 004 RW 005
Kateman,Tagaraja,RT 005 RW 005
Kateman,Tagaraja,RT 006 RW 005
Kateman,Tagaraja,RT 007 RW 005
Kateman,Tagaraja,RT 008 RW 005
Kateman,Tagaraja,RT 009 RW 005
Kateman,Tagaraja,RT 010 RW 005
Kateman,Sari Mulya,RT 02 RW 02 PARIT PINANG DUSUN HARAPAN MULYA
Kateman,Sari Mulya,RT 01 RW 02 PARIT 18 DUSUN HARAPAN MULYA
Kateman,Sari Mulya,RT 01 RW 01 PARIT SARI MULYA DUSUN HARAPAN MULYA
Kateman,Sari Mulya,RT 02 RW 01 PARIT SUKUR DUSUN HARAPAN MULYA
Kateman,Sari Mulya,RT 01 RW 03 PARIT MAKMUR JAYA DUSUN TELUK MAKMUR
Kateman,Sari Mulya,RT 02 RW 03 PARIT KARYA JAYA DUSUN TELUK MAKMUR
Kateman,Sari Mulya,RT 03 RW 03 PARIT TELUK DALAM DUSUN TELUK MAKMUR
Kateman,Sari Mulya,RT 01 RW 04 KAMPUNG LIN E
Kateman,Sari Mulya,RT 02 RW 04 KAMPUNG 67
Kateman,Sari Mulya,RT 01 RW 05 KAMPUNG 76
Kateman,Sari Mulya,RT 02 RW 05 KAMPUNG 77
Kateman,Sari Mulya,PERKEBUNAN KELAPA DAN NENAS
Kateman,Air Tawar,RT 001 PRT 18 RW 001 DUSUN 1 PANJALIAH
Kateman,Air Tawar,RT 002 PRT 17 RW 001 DUSUN 1 PANSALIA
Kateman,Air Tawar,RT 003 PRT 16 RW 001 DUSUN 1 PANJALIAH
Kateman,Air Tawar,RT 004 PRT 15 RW 001 DUSUN 1 PANJALIAH
Kateman,Air Tawar,RT 010 PARIT 05 RW 002 DUSUN II
Kateman,Air Tawar,RT 006 PARIT 02 RW 002 DUSUN II
Kateman,Air Tawar,RT 007 PARIT 03 RW 002 DUSUN II
Kateman,Air Tawar,RT 009 PARIT 04 RW 002 DUSUN II
Kateman,Air Tawar,RT 005 PARIT 07 RW 002 DUSUN II
Kateman,Air Tawar,RT 011 PARIT 14 RW 009 DUSUN II
Kateman,Air Tawar,RT 012 PRT 12 RW 004 DUSUN 4
Kateman,Air Tawar,RT 013 PRT 13 RW 004 DUSUN 4
Kateman,Air Tawar,RT 014 PRT 12 RW 004 DUSUN 4
Kateman,Air Tawar,RT 015 PRT 10 RW 006 DUSUN 4
Kateman,Air Tawar,RT 016 PRT BARU RW 004 DUSUN 4
Kateman,Air Tawar,RT 019 RW 003 DUSUN KOMPLEK P56 RW 003
Kateman,Air Tawar,RT 020 RW 003 DUSUN KOMPLEK P56 RW 003
Kateman,Air Tawar,RT 021 RW 003 DUSUN KOMPLEK P56 RW 003
Kateman,Air Tawar,RT 022 RW 003 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 023 RW 007 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 024 RW 007 DUSUN KOMPLEK P56 RW 003
Kateman,Air Tawar,RT 025 RW 007 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 026 RW 005 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 027 RW 005 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 028 RW 003 DUSUN KOMPLEK P56 RW 003
Kateman,Air Tawar,RT 029 RW 005 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 030 RW 005 DUSUN KOMPLEK PSG
Kateman,Air Tawar,RT 031 RW 007 DUSUN 003
Kateman,Air Tawar,RT 032 RW 007 DUSUN 003
Kateman,Air Tawar,RT 033 RW 003 DUSUN 003
Kateman,Air Tawar,RT 034 RW 008 DUSUN 003
Kateman,Air Tawar,RT 035 RW 008 DUSUN 003
Kateman,Air Tawar,RT 036 RW 008 DUSUN 003
Kateman,Air Tawar,RT 008 PARIT 05 RW 002 DUSUN II
Kateman,Air Tawar,RT 017 RW 004 DUSUN 004
Kateman,Air Tawar,RT 039 RW 006 DUSUN 004
Kateman,Air Tawar,RT 018 RW 004 DUSUN 004
Kateman,Air Tawar,RT 038 RW 009 DUSUN 004
Kateman,Air Tawar,RT 040 RW 009 DUSUN 004
Kateman,Air Tawar,RT 041 RW 004 DUSUN 4
Kateman,Air Tawar,RT 037 RW 008 DUSUN 3
Kateman,Tanjung Raja,RT 001 RW 001 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 002 RW 001 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 003 RW 001 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 004 RW 001 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 005 RW 001 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 006 RW 002 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 007 RW 002 DUSUN INDAHSARI
Kateman,Tanjung Raja,RT 001 RW 003 DUSUN MURNIJAYA
Kateman,Tanjung Raja,RT 002 RW 003 DUSUN MURNIJAYA
Kateman,Tanjung Raja,RT 003 RW 003 DUSUN MURNIJAYA
Kateman,Tanjung Raja,RT 001 RW 004 DUSUN MURNIJAYA
Kateman,Tanjung Raja,RT 005 RW 004 DUSUN MURNI
Kateman,Tanjung Raja,RT 003 RW 004 DUSUN MURNIJAYA
Kateman,Tanjung Raja,RT 001 RW 005 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 002 RW 005 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 003 RW 005 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 004 RW 005 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 001 RW 006 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 002 RW 006 DUSUN MULYA ABADI
Kateman,Tanjung Raja,RT 003 RW 006 DUSUN MULYA ABADI
Kateman,Sungai Teritip,RT 001 RW 001 DUSUN DAMAI
Kateman,Sungai Teritip,RT 002 RW 001 DUSUN DAMAI
Kateman,Sungai Teritip,RT 003 RW 001 DUSUN DAMAI
Kateman,Sungai Teritip,RT 001 RW 002 DUSUN DAMAI
Kateman,Sungai Teritip,RT 002 RW 002 DUSUN DAMAI
Kateman,Sungai Teritip,RT 001 RW 003 DUSUN MAKMUR
Kateman,Sungai Teritip,RT 002 RW 003 DUSUN MAKMUR
Kateman,Sungai Teritip,RT 001 RW 004 DUSUN MAKMUR
Kateman,Sungai Teritip,RT 002 RW 004 DUSUN MAKMUR
Kateman,Sungai Teritip,RT 001 RW 005 DUSUN PERMAI
Kateman,Sungai Teritip,RT 002 RW 005 DUSUN PERMAI
Kateman,Sungai Teritip,RT 001 RW 006 DUSUN PERMAI
Kateman,Sungai Teritip,RT 002 RW 006 DUSUN PERMAI
Kateman,Sungai Teritip,RT 001 RW 007 DUSUN INDAH
Kateman,Sungai Teritip,RT 002 RW 007 DUSUN INDAH
Kateman,Sungai Teritip,RT 003 RW 007 DUSUN INDAH
Kateman,Makmur Jaya,RT 003 SELATAN RW 001 DUSUN 01
Kateman,Makmur Jaya,RT 003 UTARA RW 001 DUSUN 01
Kateman,Makmur Jaya,RT 004 SELATAN RW 001 DUSUN 01
Kateman,Makmur Jaya,RT 004 UTARA RW 001 DUSUN 01
Kateman,Makmur Jaya,RT 005 UTARA RW 002
Kateman,Makmur Jaya,RT 005 SELATAN RW 002
Kateman,Makmur Jaya,RT 006 UTARA RW 002 DUSUN 02
Kateman,Makmur Jaya,RT 006 SELATAN RW 002 DUSUN 01
Kateman,Makmur Jaya,RT 007 RW 002 DUSUN 01
Kateman,Makmur Jaya,RT 009 LAMA RW 003 DUSUN 02
Kateman,Makmur Jaya,RT 009 BARU RW 003 DUSUN 02
Kateman,Makmur Jaya,RT 010 RW 004 DUSUN 02
Kateman,Makmur Jaya,RT 012 RW 004 DUSUN 02
Kateman,Makmur Jaya,RT 013 RW 005 DUSUN 03
Kateman,Makmur Jaya,RT 014 RW 005 DUSUN 03
Kateman,Makmur Jaya,RT 015 RW 005 DUSUN 03
Kateman,Makmur Jaya,RT 016 RW 006 DUSUN 03
Kateman,Makmur Jaya,RT 017 RW 006 DUSUN 03
Kateman,Makmur Jaya,RT 018 RW 006 DUSUN 03
Kateman,Makmur Jaya,RT 019 RW 06 DUSUN 03
Kateman,Makmur Jaya,RT 001 RW 001 DUSUN 1
Kateman,Makmur Jaya,RT 002 RW 001 DUSUN 01
Kateman,Makmur Jaya,HUTAN LINDUNG TEPI PANTAI
Kateman,Amal Bakti,RT 001 RW 001
Kateman,Amal Bakti,RT 002 RW 001
Kateman,Amal Bakti,RT 003 RW 001
Kateman,Amal Bakti,RT 004 RW 001
Kateman,Amal Bakti,RT 005 RW 001
Kateman,Amal Bakti,RT 006 RW 001
Kateman,Amal Bakti,RT 007 RW 003
Kateman,Amal Bakti,RT 008 RW 003
Kateman,Amal Bakti,RT 009 RW 003
Kateman,Amal Bakti,RT 010 RW 003
Kateman,Amal Bakti,RT 011 RW 002
Kateman,Amal Bakti,RT 012 RW 002
Kateman,Amal Bakti,RT 013 RW 002
Kateman,Amal Bakti,RT 014 RW 002
Kateman,Amal Bakti,RT 015 RW 002
Kateman,Amal Bakti,RT 016 RW 002
Kateman,Bandar Sri Gemilang,RT 001 RW 001
Kateman,Bandar Sri Gemilang,RT 002 RW 001
Kateman,Bandar Sri Gemilang,RT 003 RW 001
Kateman,Bandar Sri Gemilang,RT 001 RW 002
Kateman,Bandar Sri Gemilang,RT 002 RW 002
Kateman,Bandar Sri Gemilang,RT 003 RW 002
Kateman,Bandar Sri Gemilang,RT 004 RW 002
Kateman,Bandar Sri Gemilang,RT 005 RW 002
Kateman,Bandar Sri Gemilang,RT 001 RW 003
Kateman,Bandar Sri Gemilang,RT 002 RW 003
Kateman,Bandar Sri Gemilang,RT 003 RW 003
Kateman,Bandar Sri Gemilang,RT 004 RW 003
Kateman,Bandar Sri Gemilang,RT 005 RW 003
Kateman,Bandar Sri Gemilang,RT 006 RW 002
Pelangiran,Tanjung Simpang,RT 001 RW 001 DUSUN SELESUNG
Pelangiran,Tanjung Simpang,RT 002 RW 001 DUSUN SELESUNG JAYA
Pelangiran,Tanjung Simpang,RT 003 RW 001 DUSUN SELESUNG
Pelangiran,Tanjung Simpang,RT 004 RW 001 DUSUN SELESUNG
Pelangiran,Tanjung Simpang,RT 005 RW 001 DUSUN SELESUNG
Pelangiran,Tanjung Simpang,RT 006 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 007 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 008 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 009 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 010 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 011 RW 002 DUSUN SELAYAR
Pelangiran,Tanjung Simpang,RT 012 RW 003 DUSUN PASAR TJ.SIMPANG
Pelangiran,Tanjung Simpang,RT 013 RW 003 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,RT 014 RW 003 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,RT 015 RW 003 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,RT 016 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 017 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 018 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 019 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 020 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 021 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 022 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 023 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 024 RW 004 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 025 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 026 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 027 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 028 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 029 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 030 RW 005 DUSUN SIMPANG KIRI
Pelangiran,Tanjung Simpang,RT 031 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 032 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 033 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 034 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 035 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 036 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 037 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 038 RW 006 DUSUN SIMPANG KANAN
Pelangiran,Tanjung Simpang,RT 039 RW 003 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,RT 040 RW 003 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,RT 041 RW 005 DUSUN PASAR TJ. SIMPANG
Pelangiran,Tanjung Simpang,KEBUN PERUSAHAAN
Pelangiran,Tanjung Simpang,KEBUN PERUSAHAAN
Pelangiran,Tanjung Simpang,KEBUN PERUSAHAAN
Pelangiran,Tanjung Simpang,ESTATE AGATIS
Pelangiran,Tanjung Simpang,ESTATE BINTANGOR
Pelangiran,Tanjung Simpang,ESTATE RAMIN
Pelangiran,Tanjung Simpang,ESTATE MERANTI
Pelangiran,Tanjung Simpang,ESTATE TEMBUSU
Pelangiran,Tanjung Simpang,ESTATE EBONI
Pelangiran,Tanjung Simpang,ESTATE SUNTAI
Pelangiran,Tanjung Simpang,ESTATE JATI
Pelangiran,Tanjung Simpang,ESTATE TERENTANG
Pelangiran,Tanjung Simpang,ESTATE MAHONI
Pelangiran,Tanjung Simpang,ESTATE PULAI
Pelangiran,Tanjung Simpang,ESTATE SINGKAWANG
Pelangiran,Tanjung Simpang,ESTATE SINGKAWANG
Pelangiran,Tanjung Simpang,ESTATE BINTANGOR
Pelangiran,Tanjung Simpang,ESTATE BINTANGOR
Pelangiran,Tanjung Simpang,ESTATE MAHANG
Pelangiran,Tanjung Simpang,POM PULAI/KPP
Pelangiran,Tanjung Simpang,POM PULAI/KPP
Pelangiran,Tanjung Simpang,ESTATE MERBAU
Pelangiran,Tanjung Simpang,ESTATE BERINGIN
Pelangiran,Tanjung Simpang,KM 00 PT.GIN
Pelangiran,Tanjung Simpang,ESTATE NYATO
Pelangiran,Tanjung Simpang,ESTATE NYATO
Pelangiran,Tanjung Simpang,ESTATE KERUING
Pelangiran,Tanjung Simpang,ESTATE KERUING
Pelangiran,Tanjung Simpang,KM 05 PT.GIN
Pelangiran,Tanjung Simpang,KM 08 PT.GIN
Pelangiran,Tanjung Simpang,KM 08 PT.GIN
Pelangiran,Simpang Kateman,RT 01 RW 01 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 02 RW 01 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 03 RW 01 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 04 RW 01 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 05 RW 02 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 06 RW 02 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 07 RW 02 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 08 RW 02 DUSUN SEPAKAT JAYA
Pelangiran,Simpang Kateman,RT 09 RW 03 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 010 RW 03 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 011 RW 04 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 012 RW 04 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 013 RW 04 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 014 RW 04 DUSUN HARAPAN JAYA
Pelangiran,Simpang Kateman,RT 015 RW 04 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 016 RW 05 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 017 RW 05 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 018 RW 04 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 019 RW 05 DUSUN BINA ABADI
Pelangiran,Simpang Kateman,RT 020 RW 05 DUSUN BINA ABADI
Pelangiran,Simpang Kateman,RT 021 RW 05 DUSUN BINA ABADI
Pelangiran,Simpang Kateman,RT 022 RW 07 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 023 RW 07 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 024 RW 06 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 025 RW 06 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 026 RW 07 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 027 RW 008 DUSUN MAKMUR JAYA
Pelangiran,Simpang Kateman,RT 028 RW 008 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 029 RW 008 DUSUN MURNI JAYA
Pelangiran,Simpang Kateman,RT 030 RW 008 DUSUN MURNI JAYA
Pelangiran,Pelangiran,RT 001 RW 001
Pelangiran,Pelangiran,RT 002 RW 001
Pelangiran,Pelangiran,RT 003 RW 002
Pelangiran,Pelangiran,RT 004 RW 002
Pelangiran,Pelangiran,RT 005 RW 002
Pelangiran,Pelangiran,RT 006 RW 002
Pelangiran,Pelangiran,RT 007 RW 003
Pelangiran,Pelangiran,RT 008 RW 003
Pelangiran,Pelangiran,RT 009 RW 003
Pelangiran,Pelangiran,RT 010 RW 004
Pelangiran,Pelangiran,RT 011 RW 004
Pelangiran,Pelangiran,RT 012 RW 004
Pelangiran,Pelangiran,RT 013 RW 004
Pelangiran,Pelangiran,RT 014 RW 005
Pelangiran,Pelangiran,RT 015 RW 005
Pelangiran,Pelangiran,RT 016 RW 005
Pelangiran,Pelangiran,RT 017 RW 006
Pelangiran,Pelangiran,RT 018 RW 006
Pelangiran,Pelangiran,RT 019 RW 007
Pelangiran,Pelangiran,RT 020 RW 007
Pelangiran,Pelangiran,RT 021 RW 008
Pelangiran,Pelangiran,RT 022 RW 008
Pelangiran,Pelangiran,RT 023 RW 009
Pelangiran,Pelangiran,RT 024 RW 009
Pelangiran,Pelangiran,RT 025 RW 010
Pelangiran,Pelangiran,RT 026 RW 010
Pelangiran,Pelangiran,RT 027 RW 010
Pelangiran,Pelangiran,RT 028 RW 010
Pelangiran,Pelangiran,RT 029 RW 001
Pelangiran,Rotan Semelur,RT 001 RW 001 DUSUN PEKAN TUA
Pelangiran,Rotan Semelur,RT 002 RW 001 DUSUN PEKAN TUA
Pelangiran,Rotan Semelur,RT 003 RW 002 DUSUN PEKAN TUA
Pelangiran,Rotan Semelur,RT 004 RW 002 DUSUN PEKAN TUA
Pelangiran,Rotan Semelur,RT 005 RW 002 DUSUN PEKAN TUA
Pelangiran,Rotan Semelur,RT 001 RW 001 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 002 RW 001 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 003 RW 001 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 004 RW 002 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 005 RW 002 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 006 RW 002 DUSUN KEMUNING
Pelangiran,Rotan Semelur,RT 001 RW 001 DUSUN TRI REJO
Pelangiran,Rotan Semelur,RT 002 RW 001 DUSUN TRI REJO
Pelangiran,Rotan Semelur,RT 003 RW 001 DUSUN TRI REJO
Pelangiran,Rotan Semelur,RT 004 RW 001 DUSUN TRI REJO
Pelangiran,Rotan Semelur,RT 001 RW 001 DUSUN TUAH JAYA
Pelangiran,Rotan Semelur,RT 002 RW 001 DUSUN TUAH JAYA
Pelangiran,Rotan Semelur,RT 003 RW 002 DUSUN TUAH JAYA
Pelangiran,Rotan Semelur,RT 004 RW 002 DUSUN TUAH JAYA
Pelangiran,Rotan Semelur,RT 001 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 002 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 003 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 004 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 001 RW 001 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 002 RW 001 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 003 RW 001 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 004 RW 001 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 005 RW 003 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 006 RW 003 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 007 RW 003 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 008 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,RT 009 RW 002 DUSUN MEKAR KARYA
Pelangiran,Rotan Semelur,KEBUN PERUSAHAAN
Pelangiran,Rotan Semelur,ROTAN SEMELUR ESTATE 2
Pelangiran,Baung Rejo Jaya,RT 001 RW 001 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 001 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 001 RW 002 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 002 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 001 RW 003 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 003 DUSUN TRI TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 001 RW 004 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 004 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 001 RW 005 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 005 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 001 RW 006 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,RT 002 RW 006 DUSUN KONCO TUNGGAL
Pelangiran,Baung Rejo Jaya,KEBUN KELAPA
Pelangiran,Tagagiri Tama Jaya,RT 001 RW 001 DUSUN II
Pelangiran,Tagagiri Tama Jaya,RT 002 RW 001 DUSUN 02 DUSUN 02
Pelangiran,Tagagiri Tama Jaya,RT 003 RW 002 DUSUN I
Pelangiran,Tagagiri Tama Jaya,RT 004 RW 002 DUSUN 01
Pelangiran,Tagagiri Tama Jaya,RT 005 RW 003 DUSUN 01
Pelangiran,Tagagiri Tama Jaya,RT 006 RW 004 DUSUN 01
Pelangiran,Tagagiri Tama Jaya,RT 007 RW 004 DUSUN 01
Pelangiran,Tagagiri Tama Jaya,RT 008 RW 005 DUSUN 02
Pelangiran,Tagagiri Tama Jaya,RT 009 RW 005 DUSUN 02
Pelangiran,Tagagiri Tama Jaya,RT 010 RW 006 DUSUN 02
Pelangiran,Tagagiri Tama Jaya,KEBUN KELAPA
Pelangiran,Pinang Jaya,RT 001 RW 003 DUSUN HARAPAN JAYA
Pelangiran,Pinang Jaya,RT 002 RW 002 DUSUN
Pelangiran,Pinang Jaya,RT 003 RW 003 DUSUN HARAPAN JAYA
Pelangiran,Pinang Jaya,RT 004 RW 002 DUSUN
Pelangiran,Pinang Jaya,RT 005 RW 003 DUSUN HARAPAN JAYA
Pelangiran,Pinang Jaya,RT 006 RW 002 DUSUN
Pelangiran,Pinang Jaya,RT 007 RW 004 DUSUN HARAPAN JAYA
Pelangiran,Pinang Jaya,RT 008 RW 004 DUSUN HARAPAN JAYA
Pelangiran,Pinang Jaya,RT 009 RW 001 DUSUN
Pelangiran,Pinang Jaya,RT 010 RW 001 DUSUN
Pelangiran,Pinang Jaya,KEBUN KELAPA
Pelangiran,Wonosari,RT 004 RW 001 DUSUN SUMBER SARI
Pelangiran,Wonosari,RT 007 RW 001 DUSUN SUMBER SARI
Pelangiran,Wonosari,RT 008 RW 001 DUSUN SUMBER SARI
Pelangiran,Wonosari,RT 012 RW 002 DUSUN SUKA MAJU
Pelangiran,Wonosari,RT 013 RW 002 DUSUN SUKA MAJU
Pelangiran,Wonosari,RT 017 RW 002 DUSUN SUKA MAJU
Pelangiran,Wonosari,KEBUN KELAPA
Pelangiran,Wonosari,RT 009 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Wonosari,RT 014 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Wonosari,RT 010 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Wonosari,RT 005 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Wonosari,RT 015 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Wonosari,RT 016 RW 003 DUSUN BANJAR SARI  003  BANJAR SARI
Pelangiran,Tegal Rejo Jaya,RT 004 RW 002 DUSUN MARGO MULYO
Pelangiran,Tegal Rejo Jaya,RT 001 RW 001 DUSUN MARGO MULYO
